Type,Car_Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
CS75,SUV,Jeddah,Changan,Automatic,Saudi,Standard,2021,1.6,8000,62000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
Genesis,Sedan,Riyadh,Hyundai,Automatic,Other,Standard,2017,3.8,128000,83000
H2,SUV,Khobar,HAVAL,Automatic,Saudi,Full,2021,1.5,6000,57900
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,22500
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,39500
X-Trail,SUV,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,51000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,58000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,81500
Eado,Sedan,Riyadh,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,140000
RC,Sedan,Dammam,Lexus,Automatic,Other,Full,2019,3.6,42000,215000
6,Sedan,Dammam,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,11000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,4200,599000
Expedition,SUV,Jeddah,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,35000
Doblo,Van,Riyadh,Fiat,Manual,Saudi,Standard,2016,1.4,28400,20000
MKX,SUV,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,99000
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Full,2020,4.0,18000,128000
Corolla,Sedan,Riyadh,Toyota,Automatic,Other,Full,2015,2.0,80000,39000
Mustang,Sports Car,Makkah,Ford,Manual,Other,Full,2015,5.0,111000,92999
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,273392,100000
Prado,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,127000
C,Sedan,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,86000,105000
XJ,Sedan,Dammam,Jaguar,Automatic,Saudi,Full,2014,3.0,112000,95000
Kona,SUV,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,66500
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,72000,37500
Pajero,SUV,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,65000
Sunny,Sedan,Dammam,Nissan,Automatic,Saudi,Full,2020,1.5,1300,43000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,29500
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
Tucson,SUV,Al-Medina,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,63000
H1,Van,Al-Medina,Hyundai,Automatic,Saudi,Full,2014,2.4,185,39000
Taurus,Sedan,Jeddah,Ford,Automatic,Saudi,Standard,2018,2.0,91000,77000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,150000
Charger,Sedan,Qassim,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
Yaris,Hatchback,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,27500
500,Hatchback,Riyadh,Fiat,Automatic,Saudi,Full,2020,1.4,11500,85000
Tahoe,SUV,Dammam,Chevrolet,Automatic,Other,Full,2018,5.3,127000,155000
A5,Sedan,Riyadh,Audi,Automatic,Saudi,Full,2016,2.0,108000,80000
300,Sedan,Dammam,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,17000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,41500
Grand Cherokee,SUV,Aseer,Jeep,Automatic,Saudi,Full,2013,5.7,226,45000
Armada,SUV,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,40000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
Avalon,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,76000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,30000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,41500
Senta fe,SUV,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,57500
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,35000
Corolla,Sedan,Dammam,Toyota,Manual,Saudi,Standard,2015,1.6,128333,33000
X,Sedan,Riyadh,BMW,Automatic,Gulf Arabic,Full,2019,3.0,14000,220000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,35500
Suburban,SUV,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,126000
RX,SUV,Jeddah,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,95000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,163000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,72000
C,Sedan,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,20000,180000
S,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,30000
Furniture,Other,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
Flex,SUV,Qassim,Ford,Automatic,Saudi,Standard,2014,3.5,128500,49000
Taurus,Sedan,Khobar,Ford,Automatic,Saudi,Standard,2017,3.5,125000,62000
E,Sedan,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,120000
The 6,Sedan,Riyadh,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
Silverado,Pickup,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
Kona,SUV,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,59000
Tahoe,SUV,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,80500
Avalon,Sedan,Dammam,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,86000
Charger,Sedan,Riyadh,Dodge,Automatic,Other,Full,2016,5.7,142000,89000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2021,4.5,20000,265000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,46500
Furniture,Other,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,120000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Standard,2019,3.0,77000,77000
H3,SUV,Al-Ahsa,Hummer,Automatic,Saudi,Full,2009,5.2,200000,38000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Full,2016,1.0,75000,62000
Expedition,SUV,Aseer,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,18000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,45000
Seven,Sedan,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.4,41600,28000
Caprice,Sedan,Dammam,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,79000
F150,Pickup,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
Beetle,Hatchback,Makkah,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,55000
Tahoe,SUV,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,110000
Jetta,Sedan,Riyadh,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,54000
Prado,SUV,Riyadh,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,55000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,90000
Land Cruiser,SUV,Dammam,Toyota,Automatic,Saudi,Full,2011,4.6,211000,115000
Charger,Sedan,Jeddah,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
X,Sedan,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
The 3,Sedan,Dammam,BMW,Automatic,Saudi,Full,2018,2.0,96000,90000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,80000
RX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
Acadia,SUV,Khobar,GMC,Automatic,Saudi,Full,2014,3.6,250000,50000
Edge,SUV,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
Impala,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,67000
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,58000
Avanza,MPV,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
500,Hatchback,Riyadh,Fiat,Automatic,Saudi,Full,2016,1.5,155000,45000
Avalon,Sedan,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
C300,Sedan,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
Durango,SUV,Jeddah,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,72000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
Marquis,Sedan,Riyadh,Ford,Automatic,Other,Full,2010,4.6,200000,18000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Full,2016,3.5,91000,70000
Sierra,Pickup,Dammam,GMC,Automatic,Saudi,Standard,2018,5.3,152000,124000
LX,SUV,Dammam,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,68000,342000
Ciocca,Sedan,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
Yukon,SUV,Taef,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
LX,SUV,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,14000,420000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
6,Sedan,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,34000
Silverado,Pickup,Aseer,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,95000
Impala,Sedan,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
Cadenza,Sedan,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2013,4.6,275000,125000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Other,Standard,2018,1.6,83000,50000
Land Cruiser,SUV,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019,4.6,134000,170000
Flex,SUV,Dammam,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,30000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,150000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
Flex,SUV,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
5008,SUV,Riyadh,Peugeot,Automatic,Saudi,Standard,2012,1.6,12000,27000
Avalon,Sedan,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,87000
Maxima,Sedan,Jeddah,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,78000
Hilux,Pickup,Aseer,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,115000
Prado,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2020,4.0,8000,174000
Land Cruiser Pickup,Pickup,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,65000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,35000
Carnival,Minivan,Dammam,Kia,Automatic,Other,Semi Full,2016,3.3,85000,64000
The 7,Sedan,Jeddah,BMW,Automatic,Saudi,Full,2011,2.0,115,65000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,15000
3,Sedan,Jeddah,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,38000
X7,SUV,Riyadh,Geely,Automatic,Saudi,Full,2017,2.4,65000,45000
300,Sedan,Riyadh,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,86000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,60000
E,Sedan,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,3.0,86000,245000
CRV,SUV,Dammam,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,50000
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,44000
C,Sedan,Jeddah,Mercedes,Automatic,Other,Full,2018,2.0,70000,177000
Symbol,Sedan,Riyadh,Renault,Automatic,Saudi,Standard,2020,1.6,46505,26000
Corolla,Sedan,Dammam,Toyota,Manual,Saudi,Standard,2016,1.6,83000,38500
Carnival,Minivan,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.3,200,106000
Royal,Sedan,Riyadh,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
CX9,SUV,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,51500
Prado,SUV,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,108000
Attrage,Sedan,Al-Medina,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,26500
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,156500
Elantra,Sedan,Jubail,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
Sunny,Sedan,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,33000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,7456,146500
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,61000
Mustang,Sports Car,Dammam,Ford,Automatic,Other,Full,2016,5.0,92000,129000
Hiace,Van,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
Cerato,Sedan,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
Optra,Sedan,Dammam,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,7500
Accord,Sedan,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,17000
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,25000
S,Sedan,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,96500,220000
Pajero,SUV,Aseer,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,63000
S,Sedan,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,53000,290000
Escalade,SUV,Riyadh,Cadillac,Automatic,Saudi,Full,2019,6.2,58678,261500
LX,SUV,Aseer,Lexus,Automatic,Saudi,Full,2015,5.7,248,200000
ES,Sedan,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
Cruze,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,25000
Armada,SUV,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,266000,25000
Land Cruiser,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,142000,245000
A8,Sedan,Dammam,Audi,Automatic,Saudi,Full,2019,3.0,41000,325000
LX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
C300,Sedan,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,41000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,30000
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,132000
Elantra,Sedan,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
Duster,SUV,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
Civic,Sedan,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
Malibu,Sedan,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,22000
Furniture,Other,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,68500
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,75000
CX9,SUV,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
Patrol,SUV,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
Datsun,Sedan,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,42000
Malibu,Sedan,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,69000
Yaris,Hatchback,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
Land Cruiser,SUV,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,55000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,29000
Malibu,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,35000
Cerato,Sedan,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,42000
RX,SUV,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,203000
C300,Sedan,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,114000
ES,Sedan,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,116000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,103000
Traverse,SUV,Dammam,Chevrolet,Automatic,Other,Full,2016,3.5,154000,85000
Cerato,Sedan,Dammam,Kia,Automatic,Saudi,Standard,2016,1.6,74000,36000
S300,Sedan,Dammam,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,74000
ES,Sedan,Dammam,Lexus,Automatic,Other,Full,2016,3.5,87000,119000
Hilux,Pickup,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,63000
Furniture,Other,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
Accord,Sedan,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,72000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,95000
Passat,Sedan,Jeddah,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,35000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,46000
S,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.5,80000,355000
Altima,Sedan,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
FJ,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,110000
Traverse,SUV,Besha,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,20000
Sonata,Sedan,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,72910
LX,SUV,Jeddah,Lexus,Automatic,Saudi,Full,2018,5.7,90000,350000
HRV,SUV,Riyadh,Honda,Automatic,Saudi,Standard,2021,1.8,6018,62000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
Pajero,SUV,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
Kona,SUV,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,70000
Cadenza,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2018,3.5,128000,52000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
LX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,80897,350000
Cerato,Sedan,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,40500
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
Expedition,SUV,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
Prado,SUV,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,121000,109000
Odyssey,Minivan,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,152000,45000
Yukon,SUV,Al-Medina,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,100000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
Camaro,Sports Car,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,118000,113000
CLA,Sedan,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,126500
Hilux,Pickup,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,26800
LS,Sedan,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,32000,290000
Expedition,SUV,Dammam,Ford,Automatic,Saudi,Full,2016,3.6,265000,115000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,29000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,136000
Explorer,SUV,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,95000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
Pajero,SUV,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,58000
Charger,Sedan,Riyadh,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,69000
Mustang,Sports Car,Dammam,Ford,Manual,Other,Full,2010,4.6,170,42000
Tahoe,SUV,Aseer,Chevrolet,Automatic,Other,Full,2008,3.9,300,29000
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,56500
Malibu,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,17000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,38000
Hilux,Pickup,Najran,Toyota,Manual,Saudi,Full,2017,2.7,119000,69000
Blazer,SUV,Khobar,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,63000
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Standard,2014,2.0,152000,55000
IS,Sedan,Al-Ahsa,Lexus,Automatic,Other,Full,2010,3.5,165000,45000
Genesis,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,77000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2017,5.0,90000,250000
Cadenza,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
Land Cruiser,SUV,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
Soul,Hatchback,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
Furniture,Other,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
Expedition,SUV,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,85000
F150,Pickup,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Full,2015,3.5,180000,60000
IS,Sedan,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,197000
Yukon,SUV,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,156000,47000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,62500
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
Sportage,SUV,Riyadh,Kia,Automatic,Saudi,Full,2017,2.4,125000,65000
S,Sedan,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,67000,235000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
ES,Sedan,Jeddah,Lexus,Automatic,Other,Full,2007,3.5,196000,25000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.6,3549,286500
E,Sedan,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,185000
S,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2019,3.0,6000,470000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,41500
Corolla,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,45500
A,Hatchback,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
Impala,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,60000
Touareg,SUV,Jeddah,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,12000
Suburban,SUV,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,163000
LX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,105,425000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,42500
Carnival,Minivan,Jazan,Kia,Automatic,Saudi,Full,2016,3.3,21000,65000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
LX,SUV,Abha,Lexus,Automatic,Other,Full,2005,4.8,225000,45000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,33000
GX,SUV,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,25000
Dzire,Sedan,Riyadh,Suzuki,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,151000
Tucson,SUV,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,49000
Cerato,Sedan,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,38000
ES,Sedan,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,108000
F150,Pickup,Dammam,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,140000
Hiace,Van,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,184000,70000
